filename,basename,toolid,findings,true_reentrancy,predicted_reentrancy
00_BasicFold_safe2.sol,00_BasicFold_safe2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency}",False,True
00_BasicNoCall_safe1.sol,00_BasicNoCall_safe1.sol,confuzzius,{Locking_Ether},False,False
00_BasicNoChecks_ree1.sol,00_BasicNoChecks_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
00_BasicNoChecks_safe1.sol,00_BasicNoChecks_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
00_BasicStaticcall_safe1.sol,00_BasicStaticcall_safe1.sol,confuzzius,{Locking_Ether},False,False
00_BasicUnchecked_ree1.sol,00_BasicUnchecked_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
00_BasicUnchecked_safe1.sol,00_BasicUnchecked_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
01_SingleMutexFoldSem_ree1.sol,01_SingleMutexFoldSem_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
01_SingleMutexFoldSem_safe1.sol,01_SingleMutexFoldSem_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
01_SingleMutexFold_ree1.sol,01_SingleMutexFold_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
01_SingleMutexFold_ree2.sol,01_SingleMutexFold_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
01_SingleMutexFold_ree3.sol,01_SingleMutexFold_ree3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
01_SingleMutexFold_safe1.sol,01_SingleMutexFold_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
01_SingleMutex_ree1.sol,01_SingleMutex_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
01_SingleMutex_ree2.sol,01_SingleMutex_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
01_SingleMutex_safe1.sol,01_SingleMutex_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
01_SingleMutex_safe2.sol,01_SingleMutex_safe2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency}",False,True
02_CrossMutexSem_ree1.sol,02_CrossMutexSem_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
02_CrossMutexSem_safe1.sol,02_CrossMutexSem_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
02_CrossMutexUnchecked_ree1.sol,02_CrossMutexUnchecked_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
02_CrossMutexUnchecked_safe1.sol,02_CrossMutexUnchecked_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
02_CrossMutex_ree1.sol,02_CrossMutex_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
02_CrossMutex_ree2.sol,02_CrossMutex_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
02_CrossMutex_safe1.sol,02_CrossMutex_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
02_CrossMutex_safe2.sol,02_CrossMutex_safe2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
03_SingleModFoldSem_ree1.sol,03_SingleModFoldSem_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleModFoldSem_safe1.sol,03_SingleModFoldSem_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
03_SingleModFold_ree1.sol,03_SingleModFold_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleModFold_ree2.sol,03_SingleModFold_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleModFold_ree3.sol,03_SingleModFold_ree3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleModFold_safe1.sol,03_SingleModFold_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
03_SingleModSem_ree1.sol,03_SingleModSem_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleModSem_safe1.sol,03_SingleModSem_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
03_SingleMod_ree1.sol,03_SingleMod_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleMod_ree2.sol,03_SingleMod_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleMod_ree3.sol,03_SingleMod_ree3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
03_SingleMod_safe1.sol,03_SingleMod_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
03_SingleMod_safe2.sol,03_SingleMod_safe2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency}",False,True
04_CrossModFoldSem_safe1.sol,04_CrossModFoldSem_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
04_CrossModFold_ree1.sol,04_CrossModFold_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossModFold_ree2.sol,04_CrossModFold_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossModFold_ree3.sol,04_CrossModFold_ree3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossModFold_safe1.sol,04_CrossModFold_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
04_CrossMod_ree1.sol,04_CrossMod_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossMod_ree2.sol,04_CrossMod_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossMod_ree3.sol,04_CrossMod_ree3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossMod_ree4.sol,04_CrossMod_ree4.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossMod_ree5.sol,04_CrossMod_ree5.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
04_CrossMod_safe1.sol,04_CrossMod_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
04_CrossMod_safe2.sol,04_CrossMod_safe2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
04_CrossMod_safe3.sol,04_CrossMod_safe3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
05_SingleSendEmitUnchecked_safe1.sol,05_SingleSendEmitUnchecked_safe1.sol,confuzzius,{Transaction_Order_Dependency},False,False
05_SingleSendEmit_safe1.sol,05_SingleSendEmit_safe1.sol,confuzzius,{Transaction_Order_Dependency},False,False
05_SingleSendUnchecked_safe1.sol,05_SingleSendUnchecked_safe1.sol,confuzzius,{Transaction_Order_Dependency},False,False
05_SingleSend_safe1.sol,05_SingleSend_safe1.sol,confuzzius,{Transaction_Order_Dependency},False,False
05_SingleSend_safe2.sol,05_SingleSend_safe2.sol,confuzzius,{Transaction_Order_Dependency},False,False
05_SingleSend_safe3.sol,05_SingleSend_safe3.sol,confuzzius,{Transaction_Order_Dependency},False,False
06_SingleTransferUnchecked_safe1.sol,06_SingleTransferUnchecked_safe1.sol,confuzzius,{Transaction_Order_Dependency},False,False
06_SingleTransferUnchecked_safe2.sol,06_SingleTransferUnchecked_safe2.sol,confuzzius,{Transaction_Order_Dependency},False,False
06_SingleTransfer_safe1.sol,06_SingleTransfer_safe1.sol,confuzzius,{Transaction_Order_Dependency},False,False
06_SingleTransfer_safe2.sol,06_SingleTransfer_safe2.sol,confuzzius,{Transaction_Order_Dependency},False,False
07_MixedTransferEmit_ree1.sol,07_MixedTransferEmit_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
07_MixedTransferEmit_safe1.sol,07_MixedTransferEmit_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
07_MixedTransfer_ree1.sol,07_MixedTransfer_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
07_MixedTransfer_safe1.sol,07_MixedTransfer_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
08_MixedSendFoldEmit_ree1.sol,08_MixedSendFoldEmit_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
08_MixedSendFoldEmit_safe1.sol,08_MixedSendFoldEmit_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
08_MixedSendFold_ree1.sol,08_MixedSendFold_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
08_MixedSendFold_safe1.sol,08_MixedSendFold_safe1.sol,confuzzius,{Reentrancy},False,True
08_MixedSend_ree1.sol,08_MixedSend_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
08_MixedSend_safe1.sol,08_MixedSend_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
09_ERC20DDMod_ree1.sol,09_ERC20DDMod_ree1.sol,confuzzius,{Reentrancy},True,True
09_ERC20DDMod_ree2.sol,09_ERC20DDMod_ree2.sol,confuzzius,{Reentrancy},True,True
09_ERC20DDMod_ree3.sol,09_ERC20DDMod_ree3.sol,confuzzius,{Reentrancy},True,True
09_ERC20DDMod_safe1.sol,09_ERC20DDMod_safe1.sol,confuzzius,{Reentrancy},False,True
09_ERC20DDSubMod_ree1.sol,09_ERC20DDSubMod_ree1.sol,confuzzius,{Reentrancy},True,True
09_ERC20DDSubMod_ree2.sol,09_ERC20DDSubMod_ree2.sol,confuzzius,{Reentrancy},True,True
09_ERC20DDSubMod_ree3.sol,09_ERC20DDSubMod_ree3.sol,confuzzius,{Reentrancy},True,True
09_ERC20DDSubMod_safe1.sol,09_ERC20DDSubMod_safe1.sol,confuzzius,{Reentrancy},False,True
09_ERC20DDSub_ree1.sol,09_ERC20DDSub_ree1.sol,confuzzius,{},True,False
09_ERC20DDSub_safe1.sol,09_ERC20DDSub_safe1.sol,confuzzius,"{Integer_Overflow,Reentrancy}",False,True
09_ERC20DD_ree1.sol,09_ERC20DD_ree1.sol,confuzzius,{Reentrancy},True,True
09_ERC20DD_safe1.sol,09_ERC20DD_safe1.sol,confuzzius,{Reentrancy},False,True
09_ERC20OnlyOnce_ree1.sol,09_ERC20OnlyOnce_ree1.sol,confuzzius,{},True,False
09_ERC20OnlyOnce_safe1.sol,09_ERC20OnlyOnce_safe1.sol,confuzzius,{},False,False
09_ERC20OnlyOnce_safe2.sol,09_ERC20OnlyOnce_safe2.sol,confuzzius,{},False,False
09_ERC20Staticcall_ree1.sol,09_ERC20Staticcall_ree1.sol,confuzzius,{},True,False
09_ERC20_ree1.sol,09_ERC20_ree1.sol,confuzzius,{},True,False
09_ERC20_safe1.sol,09_ERC20_safe1.sol,confuzzius,{},False,False
09_ERC20_safe2.sol,09_ERC20_safe2.sol,confuzzius,{},False,False
09_ERC20_safe3.sol,09_ERC20_safe3.sol,confuzzius,{Reentrancy},False,True
10_OnlyOnce_safe1.sol,10_OnlyOnce_safe1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
10_OnlyOnce_safe2.sol,10_OnlyOnce_safe2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
11_ERC20StakingPullMod_ree1.sol,11_ERC20StakingPullMod_ree1.sol,confuzzius,{},True,False
11_ERC20StakingPullMod_ree2.sol,11_ERC20StakingPullMod_ree2.sol,confuzzius,{},True,False
11_ERC20StakingPullMod_safe1.sol,11_ERC20StakingPullMod_safe1.sol,confuzzius,{},False,False
11_ERC20StakingPull_ree1.sol,11_ERC20StakingPull_ree1.sol,confuzzius,{},True,False
11_ERC20StakingPull_safe1.sol,11_ERC20StakingPull_safe1.sol,confuzzius,{},False,False
11_ERC20StakingPull_safe2.sol,11_ERC20StakingPull_safe2.sol,confuzzius,{},False,False
11_ERC20Staking_ree1.sol,11_ERC20Staking_ree1.sol,confuzzius,{},True,False
11_ERC20Staking_ree2.sol,11_ERC20Staking_ree2.sol,confuzzius,{},True,False
11_ERC20Staking_ree3.sol,11_ERC20Staking_ree3.sol,confuzzius,{},True,False
11_ERC20Staking_safe1.sol,11_ERC20Staking_safe1.sol,confuzzius,{},False,False
11_ERC20Staking_safe2.sol,11_ERC20Staking_safe2.sol,confuzzius,{},False,False
11_ERC20Staking_safe3.sol,11_ERC20Staking_safe3.sol,confuzzius,{},False,False
12_ProxyStaticcall_safe1.sol,12_ProxyStaticcall_safe1.sol,confuzzius,{},False,False
12_Proxy_safe1.sol,12_Proxy_safe1.sol,confuzzius,{},False,False
12_Proxy_safe2.sol,12_Proxy_safe2.sol,confuzzius,{Unhandled_Exception},False,False
13_OnlyOwner_ree1.sol,13_OnlyOwner_ree1.sol,confuzzius,"{Transaction_Order_Dependency,Unhandled_Exception}",True,False
13_OnlyOwner_safe1.sol,13_OnlyOwner_safe1.sol,confuzzius,"{Transaction_Order_Dependency,Unhandled_Exception}",False,False
14_SidefxInline_ree1.sol,14_SidefxInline_ree1.sol,confuzzius,{Reentrancy},True,True
14_SidefxInline_safe1.sol,14_SidefxInline_safe1.sol,confuzzius,{Reentrancy},False,True
15_LoopCrossMod_ree1.sol,15_LoopCrossMod_ree1.sol,confuzzius,{},True,False
15_LoopCrossMod_ree2.sol,15_LoopCrossMod_ree2.sol,confuzzius,{},True,False
15_LoopCrossMod_ree3.sol,15_LoopCrossMod_ree3.sol,confuzzius,{},True,False
15_LoopCrossMod_safe1.sol,15_LoopCrossMod_safe1.sol,confuzzius,{},False,False
15_LoopCrossMutex_ree1.sol,15_LoopCrossMutex_ree1.sol,confuzzius,{},True,False
15_LoopCrossMutex_safe1.sol,15_LoopCrossMutex_safe1.sol,confuzzius,{},False,False
15_LoopCrossMutex_safe2.sol,15_LoopCrossMutex_safe2.sol,confuzzius,{},False,False
15_Loop_ree1.sol,15_Loop_ree1.sol,confuzzius,{},True,False
15_Loop_safe1.sol,15_Loop_safe1.sol,confuzzius,{},False,False
16_DelegateCall_ree1.sol,16_DelegateCall_ree1.sol,confuzzius,{},True,False
16_DelegateCall_ree2.sol,16_DelegateCall_ree2.sol,confuzzius,{},True,False
16_DelegateCall_ree3.sol,16_DelegateCall_ree3.sol,confuzzius,{},True,False
16_DelegateCall_safe1.sol,16_DelegateCall_safe1.sol,confuzzius,{},False,False
17_Rari_ree1.sol,17_Rari_ree1.sol,confuzzius,{},True,False
17_Rari_ree2.sol,17_Rari_ree2.sol,confuzzius,{},True,False
17_Rari_safe1.sol,17_Rari_safe1.sol,confuzzius,{},False,False
17_Rari_safe2.sol,17_Rari_safe2.sol,confuzzius,{},False,False
18_RariStaticcall_ree1.sol,18_RariStaticcall_ree1.sol,confuzzius,{},True,False
18_RariStaticcall_safe1.sol,18_RariStaticcall_safe1.sol,confuzzius,{},False,False
19_HumanFold_ree1.sol,19_HumanFold_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
19_HumanFold_ree2.sol,19_HumanFold_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
19_HumanFold_ree3.sol,19_HumanFold_ree3.sol,confuzzius,{},True,False
19_HumanFold_safe1.sol,19_HumanFold_safe1.sol,confuzzius,{},False,False
19_Human_ree1.sol,19_Human_ree1.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
19_Human_ree2.sol,19_Human_ree2.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
19_Human_ree3.sol,19_Human_ree3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",True,True
19_Human_ree4.sol,19_Human_ree4.sol,confuzzius,{},True,False
19_Human_safe1.sol,19_Human_safe1.sol,confuzzius,{},False,False
19_Human_safe2.sol,19_Human_safe2.sol,confuzzius,{},False,False
19_Human_safe3.sol,19_Human_safe3.sol,confuzzius,"{Reentrancy,Transaction_Order_Dependency,Unhandled_Exception}",False,True
00_BasicCall_ree1.sol,00_BasicCall_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
00_BasicCall_safe1.sol,00_BasicCall_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
00_BasicConst_ree1.sol,00_BasicConst_ree1.sol,mythril-0.24.7,{State_access_after_external_call_SWC_107},True,True
00_BasicConst_safe1.sol,00_BasicConst_safe1.sol,mythril-0.24.7,{},False,False
00_BasicCross_ree1.sol,00_BasicCross_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
00_BasicEmit_ree1.sol,00_BasicEmit_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
00_BasicEmit_safe1.sol,00_BasicEmit_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
00_BasicError_ree1.sol,00_BasicError_ree1.sol,mythril-0.24.7,{},True,False
00_BasicError_safe1.sol,00_BasicError_safe1.sol,mythril-0.24.7,{},False,False
00_BasicFold_ree1.sol,00_BasicFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
00_BasicFold_ree2.sol,00_BasicFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
00_BasicFold_safe1.sol,00_BasicFold_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
00_BasicFold_safe2.sol,00_BasicFold_safe2.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
00_BasicNoCall_safe1.sol,00_BasicNoCall_safe1.sol,mythril-0.24.7,{},False,False
00_BasicNoChecks_ree1.sol,00_BasicNoChecks_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
00_BasicNoChecks_safe1.sol,00_BasicNoChecks_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,Transaction_Order_Dependence_SWC_114}",False,False
00_BasicStaticcall_safe1.sol,00_BasicStaticcall_safe1.sol,mythril-0.24.7,{},False,False
00_BasicUnchecked_ree1.sol,00_BasicUnchecked_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
00_BasicUnchecked_safe1.sol,00_BasicUnchecked_safe1.sol,mythril-0.24.7,{External_Call_To_User_Supplied_Address_SWC_107},False,False
01_SingleMutexFoldSem_ree1.sol,01_SingleMutexFoldSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
01_SingleMutexFoldSem_safe1.sol,01_SingleMutexFoldSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
01_SingleMutexFold_ree1.sol,01_SingleMutexFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
01_SingleMutexFold_ree2.sol,01_SingleMutexFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
01_SingleMutexFold_ree3.sol,01_SingleMutexFold_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
01_SingleMutexFold_safe1.sol,01_SingleMutexFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
01_SingleMutex_ree1.sol,01_SingleMutex_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
01_SingleMutex_ree2.sol,01_SingleMutex_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
01_SingleMutex_safe1.sol,01_SingleMutex_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
01_SingleMutex_safe2.sol,01_SingleMutex_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
02_CrossMutexSem_ree1.sol,02_CrossMutexSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
02_CrossMutexSem_safe1.sol,02_CrossMutexSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
02_CrossMutexUnchecked_ree1.sol,02_CrossMutexUnchecked_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
02_CrossMutexUnchecked_safe1.sol,02_CrossMutexUnchecked_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
02_CrossMutex_ree1.sol,02_CrossMutex_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
02_CrossMutex_ree2.sol,02_CrossMutex_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
02_CrossMutex_safe1.sol,02_CrossMutex_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
02_CrossMutex_safe2.sol,02_CrossMutex_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
03_SingleModFoldSem_ree1.sol,03_SingleModFoldSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
03_SingleModFoldSem_safe1.sol,03_SingleModFoldSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
03_SingleModFold_ree1.sol,03_SingleModFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
03_SingleModFold_ree2.sol,03_SingleModFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
03_SingleModFold_ree3.sol,03_SingleModFold_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
03_SingleModFold_safe1.sol,03_SingleModFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
03_SingleModSem_ree1.sol,03_SingleModSem_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107,Transaction_Order_Dependence_SWC_114}",True,True
03_SingleModSem_safe1.sol,03_SingleModSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
03_SingleMod_ree1.sol,03_SingleMod_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
03_SingleMod_ree2.sol,03_SingleMod_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
03_SingleMod_ree3.sol,03_SingleMod_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
03_SingleMod_safe1.sol,03_SingleMod_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
03_SingleMod_safe2.sol,03_SingleMod_safe2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
04_CrossModFoldSem_safe1.sol,04_CrossModFoldSem_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
04_CrossModFold_ree1.sol,04_CrossModFold_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossModFold_ree2.sol,04_CrossModFold_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossModFold_ree3.sol,04_CrossModFold_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossModFold_safe1.sol,04_CrossModFold_safe1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",False,True
04_CrossMod_ree1.sol,04_CrossMod_ree1.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossMod_ree2.sol,04_CrossMod_ree2.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossMod_ree3.sol,04_CrossMod_ree3.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossMod_ree4.sol,04_CrossMod_ree4.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
04_CrossMod_ree5.sol,04_CrossMod_ree5.sol,mythril-0.24.7,"{External_Call_To_User_Supplied_Address_SWC_107,State_access_after_external_call_SWC_107}",True,True
